,Time,Power
0,0.0,0.0
1,2.3,15.977646039893617
2,4.6,16.4022181715905
3,6.8999999999999995,17.335885480975467
4,9.2,0.17321720785520225
5,11.5,0.15228251288800645
6,13.799999999999999,21.871584530625725
7,16.099999999999998,0.19512018312773133
8,18.4,0.15219635336615508
9,20.7,0.1522987815641805
10,23.0,20.248015616044
11,25.299999999999997,18.82349528217094
12,27.599999999999998,0.20256451804990616
13,29.9,0.15207830750104176
14,32.199999999999996,13.396806979849753
15,34.5,9.451238069073382
16,36.8,0.19298656001441541
17,39.099999999999994,3.267413455624447
18,41.4,0.15207578380066947
19,43.699999999999996,0.15216119927030028
20,46.0,0.15221692778250806
21,48.3,0.1522738906883002
22,50.599999999999994,0.1523053224280706
23,52.9,1.113441875246694
24,55.199999999999996,17.83000775209998
25,57.49999999999999,0.18336717394640112
26,59.8,2.6661183597261484
27,62.099999999999994,21.89934009259383
28,64.39999999999999,0.19797228278135906
29,66.69999999999999,0.20274518782478673
30,69.0,0.15213938484387954
31,71.3,2.1121105811697416
32,73.6,19.793603062149565
33,75.89999999999999,18.205734090757993
34,78.19999999999999,0.1869553969146642
35,80.5,1.145233881038466
36,82.8,22.23507251040965
37,85.1,8.271486718520737
38,87.39999999999999,0.15179985417265668
39,89.69999999999999,20.058707274946844
40,92.0,7.5672143522891995
41,94.3,12.830708049694058
42,96.6,15.320313798117821
43,98.89999999999999,13.650016613560606
44,101.19999999999999,0.19148129313259982
45,103.49999999999999,1.8417517776275345
46,105.8,0.153148167537429
47,108.1,14.16692699230929
48,110.39999999999999,20.096668281054434
49,112.69999999999999,20.961450941065134
50,114.99999999999999,19.98289269173893
51,117.3,15.936924834939372
52,119.6,18.853601076650605
53,121.89999999999999,20.64381444733236
54,124.19999999999999,0.20149423598549882
55,126.49999999999999,0.15129364592485514
56,128.79999999999998,18.539968454336975
57,131.1,15.748361025540987
58,133.39999999999998,0.2612633356493578
59,135.7,19.976227885222706
60,138.0,16.649562202683466
61,140.29999999999998,8.619292260592756
62,142.6,8.721208682701985
63,144.89999999999998,10.119163228493303
64,147.2,10.172855342343412
65,149.5,5.309930457708555
66,151.79999999999998,1.2687865465723407
67,154.1,0.15116188136870365
68,156.39999999999998,0.15124862388176982
69,158.7,0.1513048722587468
70,161.0,0.15138540137220285
71,163.29999999999998,0.1514180478345624
72,165.6,0.15145706615691487
73,167.89999999999998,0.15149764365050514
74,170.2,0.15153132147606382
75,172.5,0.15155814302714885
76,174.79999999999998,0.1515852104507029
77,177.1,1.2568057039860212
78,179.39999999999998,18.7583183909574
79,181.7,21.875236101765253
80,184.0,2.732396648606761
81,186.29999999999998,0.19470283749689732
82,188.6,0.1530086161104644
83,190.89999999999998,0.18090046463651335
84,193.2,0.17993075903446923
85,195.49999999999997,0.17406791705686958
86,197.79999999999998,0.17272789547298448
87,200.1,0.15160375160734893
88,202.39999999999998,0.2021403560640705
89,204.7,0.15163030439660904
90,206.99999999999997,0.15696464259754836
91,209.29999999999998,0.20221407798811014
92,211.6,0.15168273271276594
93,213.89999999999998,0.16728950253600836
94,216.2,0.19999850174241868
95,218.49999999999997,3.607402458746456
96,220.79999999999998,3.99606465174066
97,223.1,3.74704624788413
98,225.39999999999998,5.230327799482487
99,227.7,5.800344621357958
100,229.99999999999997,4.409492090295473
101,232.29999999999998,5.5373928167813125
102,234.6,4.729013520582794
103,236.89999999999998,5.316438153851632
104,239.2,3.292031945529858
105,241.49999999999997,5.053600857244516
106,243.79999999999998,4.490932358281893
107,246.1,4.806848149327014
108,248.39999999999998,4.097047867888404
109,250.7,6.096963028663576
110,252.99999999999997,0.6289041673509606
111,255.29999999999998,0.1514437278667144
112,257.59999999999997,0.1514986599092895
113,259.9,0.1515289679751432
114,262.2,0.1515626479388298
115,264.5,0.197843585840139
116,266.79999999999995,0.1866600651884861
117,269.09999999999997,0.17496142719414579
118,271.4,0.19841432918405066
119,273.7,0.20214594137372804
120,276.0,0.20211096497219538
121,278.29999999999995,0.202201875
122,280.59999999999997,0.1684395415057189
123,282.9,0.15167102953564507
124,285.2,0.18779269661854836
125,287.5,0.16108367514516078
126,289.79999999999995,0.16458361556741766
127,292.09999999999997,1.628750098926505
128,294.4,13.872484773413301
129,296.7,18.630111165280052
130,299.0,22.313250056193663
131,301.29999999999995,5.251244194874115
132,303.59999999999997,2.6076510364029613
133,305.9,5.034759509640958
134,308.2,4.968471812605829
135,310.5,6.142667436985767
136,312.79999999999995,8.32372019687318
137,315.09999999999997,8.449021547008451
138,317.4,19.579106975445317
139,319.7,10.20910794380936
140,322.0,4.971530068520139
141,324.29999999999995,3.9191073110237697
142,326.59999999999997,5.182818065057597
143,328.9,4.780885258652538
144,331.2,3.769770529247756
145,333.5,5.1646339946310125
146,335.79999999999995,5.433623397450439
147,338.09999999999997,3.6224381518174367
148,340.4,5.691292458029203
149,342.7,0.20143054787234044
150,345.0,0.19299772514960267
151,347.29999999999995,0.17252790395840154
152,349.59999999999997,0.4937321044244216
153,351.9,13.106194936835163
154,354.2,17.64464337965441
155,356.5,20.752708525303607
156,358.79999999999995,19.18049280232182
157,361.09999999999997,8.308063344414897
158,363.4,6.73445338175759
159,365.7,6.745778592385506
160,368.0,0.19340829750381322
161,370.29999999999995,0.15083057332166538
162,372.59999999999997,0.15090952145727335
163,374.9,14.562290370057847
164,377.2,0.2755184087817194
165,379.49999999999994,21.148462464177634
166,381.79999999999995,13.806331709375284
167,384.09999999999997,4.744549354599021
168,386.4,3.3450272841165876
169,388.7,0.20099188194620607
